experiment_id,condition,participant_id,participant_age,participant_gender,tech_proficiency,ordering_frequency,emotional_state,task_completion_time,error_count,decision_changes,recommendations_shown,recommendations_accepted,recommendation_acceptance_rate,nasa_tlx_mental_demand,nasa_tlx_physical_demand,nasa_tlx_temporal_demand,nasa_tlx_performance,nasa_tlx_effort,nasa_tlx_frustration,nasa_tlx_overall,sus_total,satisfaction_overall,satisfaction_ease_of_use,satisfaction_recommendation_quality,satisfaction_personalization,satisfaction_decision_confidence,satisfaction_enjoyment,satisfaction_return_intention,timestamp
P041_emotion_responsive_4,emotion_responsive,P041,24,female,intermediate,medium,tired,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:45.847435
P041_emotion_responsive_5,emotion_responsive,P041,24,female,intermediate,medium,happy,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:48.653427
P041_traditional_1,traditional,P041,24,female,intermediate,medium,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:50.468023
P041_traditional_2,traditional,P041,24,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:52.500905
P041_traditional_3,traditional,P041,24,female,intermediate,medium,surprised,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:53.779999
P041_traditional_4,traditional,P041,24,female,intermediate,medium,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:55.551497
P041_traditional_5,traditional,P041,24,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:50:58.532522
P042_emotion_responsive_1,emotion_responsive,P042,27,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:01.380652
P042_emotion_responsive_2,emotion_responsive,P042,27,female,intermediate,medium,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:03.091320
P042_emotion_responsive_3,emotion_responsive,P042,27,female,intermediate,medium,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:04.265499
P042_emotion_responsive_4,emotion_responsive,P042,27,female,intermediate,medium,surprised,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:07.069112
P042_emotion_responsive_5,emotion_responsive,P042,27,female,intermediate,medium,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:09.307968
P042_traditional_1,traditional,P042,27,female,intermediate,medium,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:12.130535
P042_traditional_2,traditional,P042,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:13.272742
P042_traditional_3,traditional,P042,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:15.303749
P042_traditional_4,traditional,P042,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:17.836193
P042_traditional_5,traditional,P042,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:19.369492
P043_emotion_responsive_1,emotion_responsive,P043,28,male,basic,low,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:21.207000
P043_emotion_responsive_2,emotion_responsive,P043,28,male,basic,low,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:23.103159
P043_emotion_responsive_3,emotion_responsive,P043,28,male,basic,low,sad,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:26.130082
P043_emotion_responsive_4,emotion_responsive,P043,28,male,basic,low,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:28.018617
P043_emotion_responsive_5,emotion_responsive,P043,28,male,basic,low,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:29.433536
P043_traditional_1,traditional,P043,28,male,basic,low,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:31.742413
P043_traditional_2,traditional,P043,28,male,basic,low,sad,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:33.559780
P043_traditional_3,traditional,P043,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:35.509708
P043_traditional_4,traditional,P043,28,male,basic,low,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:37.478710
P043_traditional_5,traditional,P043,28,male,basic,low,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:38.955810
P044_emotion_responsive_1,emotion_responsive,P044,25,female,intermediate,high,neutral,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:40.627025
P044_emotion_responsive_2,emotion_responsive,P044,25,female,intermediate,high,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:43.093071
P044_emotion_responsive_3,emotion_responsive,P044,25,female,intermediate,high,stressed,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:45.078868
P044_emotion_responsive_4,emotion_responsive,P044,25,female,intermediate,high,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:46.518201
P044_emotion_responsive_5,emotion_responsive,P044,25,female,intermediate,high,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:48.342172
P044_traditional_1,traditional,P044,25,female,intermediate,high,tired,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:49.724646
P044_traditional_2,traditional,P044,25,female,intermediate,high,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:52.596684
P044_traditional_3,traditional,P044,25,female,intermediate,high,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:54.467526
P044_traditional_4,traditional,P044,25,female,intermediate,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:55.887958
P044_traditional_5,traditional,P044,25,female,intermediate,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:58.004800
P045_emotion_responsive_1,emotion_responsive,P045,25,female,intermediate,high,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:51:59.468508
P045_emotion_responsive_2,emotion_responsive,P045,25,female,intermediate,high,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:01.343094
P045_emotion_responsive_3,emotion_responsive,P045,25,female,intermediate,high,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:03.414972
P045_emotion_responsive_4,emotion_responsive,P045,25,female,intermediate,high,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:05.166739
P045_emotion_responsive_5,emotion_responsive,P045,25,female,intermediate,high,stressed,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:07.393634
P045_traditional_1,traditional,P045,25,female,intermediate,high,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:08.737439
P045_traditional_2,traditional,P045,25,female,intermediate,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:10.410337
P045_traditional_3,traditional,P045,25,female,intermediate,high,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:12.201077
P045_traditional_4,traditional,P045,25,female,intermediate,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:13.957542
P045_traditional_5,traditional,P045,25,female,intermediate,high,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:16.689075
P046_emotion_responsive_1,emotion_responsive,P046,27,female,intermediate,medium,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:18.436468
P046_emotion_responsive_2,emotion_responsive,P046,27,female,intermediate,medium,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:20.620242
P046_emotion_responsive_3,emotion_responsive,P046,27,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:23.148825
P046_emotion_responsive_4,emotion_responsive,P046,27,female,intermediate,medium,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:25.212003
P046_emotion_responsive_5,emotion_responsive,P046,27,female,intermediate,medium,surprised,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:27.381260
P046_traditional_1,traditional,P046,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:29.079153
P046_traditional_2,traditional,P046,27,female,intermediate,medium,neutral,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:31.479590
P046_traditional_3,traditional,P046,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:34.295337
P046_traditional_4,traditional,P046,27,female,intermediate,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:35.743036
P046_traditional_5,traditional,P046,27,female,intermediate,medium,happy,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:36.810181
P047_emotion_responsive_1,emotion_responsive,P047,30,male,advanced,high,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:38.543228
P047_emotion_responsive_2,emotion_responsive,P047,30,male,advanced,high,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:41.438376
P047_emotion_responsive_3,emotion_responsive,P047,30,male,advanced,high,surprised,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:44.193259
P047_emotion_responsive_4,emotion_responsive,P047,30,male,advanced,high,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:45.941205
P047_emotion_responsive_5,emotion_responsive,P047,30,male,advanced,high,surprised,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:47.881807
P047_traditional_1,traditional,P047,30,male,advanced,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:49.138209
P047_traditional_2,traditional,P047,30,male,advanced,high,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:51.156044
P047_traditional_3,traditional,P047,30,male,advanced,high,neutral,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:52.808299
P047_traditional_4,traditional,P047,30,male,advanced,high,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:53.973235
P047_traditional_5,traditional,P047,30,male,advanced,high,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:55.552629
P048_emotion_responsive_1,emotion_responsive,P048,24,female,intermediate,medium,tired,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:58.369928
P048_emotion_responsive_2,emotion_responsive,P048,24,female,intermediate,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:52:59.521701
P048_emotion_responsive_3,emotion_responsive,P048,24,female,intermediate,medium,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:01.186181
P048_emotion_responsive_4,emotion_responsive,P048,24,female,intermediate,medium,angry,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:02.265743
P048_emotion_responsive_5,emotion_responsive,P048,24,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:04.167633
P048_traditional_1,traditional,P048,24,female,intermediate,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:05.820598
P048_traditional_2,traditional,P048,24,female,intermediate,medium,angry,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:06.916823
P048_traditional_3,traditional,P048,24,female,intermediate,medium,neutral,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:08.896154
P048_traditional_4,traditional,P048,24,female,intermediate,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:10.686834
P048_traditional_5,traditional,P048,24,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:11.851191
P049_emotion_responsive_1,emotion_responsive,P049,22,male,advanced,medium,sad,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:14.233206
P049_emotion_responsive_2,emotion_responsive,P049,22,male,advanced,medium,neutral,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:15.813738
P049_emotion_responsive_3,emotion_responsive,P049,22,male,advanced,medium,stressed,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:18.700579
P049_emotion_responsive_4,emotion_responsive,P049,22,male,advanced,medium,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:21.631078
P049_emotion_responsive_5,emotion_responsive,P049,22,male,advanced,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:23.212971
P049_traditional_1,traditional,P049,22,male,advanced,medium,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:25.863601
P049_traditional_2,traditional,P049,22,male,advanced,medium,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:28.814096
P049_traditional_3,traditional,P049,22,male,advanced,medium,neutral,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:30.352276
P049_traditional_4,traditional,P049,22,male,advanced,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:32.567880
P049_traditional_5,traditional,P049,22,male,advanced,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:35.561754
P050_emotion_responsive_1,emotion_responsive,P050,27,female,intermediate,medium,happy,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:36.740689
P050_emotion_responsive_2,emotion_responsive,P050,27,female,intermediate,medium,sad,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:38.407239
P050_emotion_responsive_3,emotion_responsive,P050,27,female,intermediate,medium,angry,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:41.025653
P050_emotion_responsive_4,emotion_responsive,P050,27,female,intermediate,medium,neutral,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:42.282515
P050_emotion_responsive_5,emotion_responsive,P050,27,female,intermediate,medium,angry,,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:43.344370
P050_traditional_1,traditional,P050,27,female,intermediate,medium,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:45.330690
P050_traditional_2,traditional,P050,27,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:46.588287
P050_traditional_3,traditional,P050,27,female,intermediate,medium,sad,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:48.313151
P050_traditional_4,traditional,P050,27,female,intermediate,medium,tired,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:50.029383
P050_traditional_5,traditional,P050,27,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T14:53:51.884127
P001_emotion_responsive_1,emotion_responsive,P001,30,male,advanced,high,stressed,,0,1,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:42:58.903889
P001_emotion_responsive_2,emotion_responsive,P001,30,male,advanced,high,angry,,0,0,3,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:01.833243
P001_emotion_responsive_3,emotion_responsive,P001,30,male,advanced,high,surprised,,0,0,3,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:03.865018
P001_emotion_responsive_4,emotion_responsive,P001,30,male,advanced,high,neutral,,0,0,3,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:06.475026
P001_emotion_responsive_5,emotion_responsive,P001,30,male,advanced,high,stressed,,0,0,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:09.198328
P001_traditional_1,traditional,P001,30,male,advanced,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:11.783758
P001_traditional_2,traditional,P001,30,male,advanced,high,neutral,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:12.958896
P001_traditional_3,traditional,P001,30,male,advanced,high,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:14.100698
P001_traditional_4,traditional,P001,30,male,advanced,high,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:16.821696
P001_traditional_5,traditional,P001,30,male,advanced,high,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:19.196174
P002_emotion_responsive_1,emotion_responsive,P002,24,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:21.281765
P002_emotion_responsive_2,emotion_responsive,P002,24,female,intermediate,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:23.531004
P002_emotion_responsive_3,emotion_responsive,P002,24,female,intermediate,medium,happy,,0,0,5,3,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:24.705802
P002_emotion_responsive_4,emotion_responsive,P002,24,female,intermediate,medium,happy,,0,0,5,5,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:27.620422
P002_emotion_responsive_5,emotion_responsive,P002,24,female,intermediate,medium,neutral,,0,1,4,3,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:30.605656
P002_traditional_1,traditional,P002,24,female,intermediate,medium,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:33.588018
P002_traditional_2,traditional,P002,24,female,intermediate,medium,happy,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:35.152480
P002_traditional_3,traditional,P002,24,female,intermediate,medium,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:37.489040
P002_traditional_4,traditional,P002,24,female,intermediate,medium,stressed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:40.183880
P002_traditional_5,traditional,P002,24,female,intermediate,medium,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:42.170340
P003_emotion_responsive_1,emotion_responsive,P003,22,male,advanced,medium,surprised,,0,0,4,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:44.433171
P003_emotion_responsive_2,emotion_responsive,P003,22,male,advanced,medium,neutral,,0,0,6,6,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:47.371150
P003_emotion_responsive_3,emotion_responsive,P003,22,male,advanced,medium,neutral,,0,0,5,2,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:50.286845
P003_emotion_responsive_4,emotion_responsive,P003,22,male,advanced,medium,happy,,0,0,6,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:51.916366
P003_emotion_responsive_5,emotion_responsive,P003,22,male,advanced,medium,neutral,,0,0,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:54.329340
P003_traditional_1,traditional,P003,22,male,advanced,medium,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:56.527398
P003_traditional_2,traditional,P003,22,male,advanced,medium,sad,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:43:58.220018
P003_traditional_3,traditional,P003,22,male,advanced,medium,sad,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:01.110916
P003_traditional_4,traditional,P003,22,male,advanced,medium,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:03.793429
P003_traditional_5,traditional,P003,22,male,advanced,medium,happy,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:06.627556
P004_emotion_responsive_1,emotion_responsive,P004,28,male,basic,low,happy,,0,0,5,3,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:09.463587
P004_emotion_responsive_2,emotion_responsive,P004,28,male,basic,low,surprised,,0,0,4,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:11.187840
P004_emotion_responsive_3,emotion_responsive,P004,28,male,basic,low,happy,,0,1,4,4,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:14.098393
P004_emotion_responsive_4,emotion_responsive,P004,28,male,basic,low,sad,,0,0,6,6,0,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:17.097554
P001_emotion_responsive_1,emotion_responsive,P001,25,female,intermediate,high,surprised,,1,0,5,5,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:18.637094
P004_emotion_responsive_5,emotion_responsive,P004,28,male,basic,low,happy,,0,0,7,5,0,2,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:18.789627
P001_emotion_responsive_2,emotion_responsive,P001,25,female,intermediate,high,angry,,0,0,6,4,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:19.779261
P004_traditional_1,traditional,P004,28,male,basic,low,angry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:21.549118
P001_emotion_responsive_3,emotion_responsive,P001,25,female,intermediate,high,sad,,0,0,5,5,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:21.892200
P004_traditional_2,traditional,P004,28,male,basic,low,stressed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:23.028884
P001_emotion_responsive_4,emotion_responsive,P001,25,female,intermediate,high,neutral,,0,0,6,4,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:24.267737
P004_traditional_3,traditional,P004,28,male,basic,low,happy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:24.754084
P001_emotion_responsive_5,emotion_responsive,P001,25,female,intermediate,high,tired,,0,1,5,4,0,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:25.839179
P004_traditional_4,traditional,P004,28,male,basic,low,sad,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:25.963544
P001_traditional_1,traditional,P001,25,female,intermediate,high,surprised,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:27.960946
P004_traditional_5,traditional,P004,28,male,basic,low,tired,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-07-11T15:44:28.613696
